violence_physique,ctrl_score,ethnicite,transmission_intergen,alcool_partenaire,ecart_age,age_femme,religion,age_partenaire,region,occupation_partenaire,age_premiere_union,age_premier_rapport,richesse,education_partenaire,education_femme,attitude_score,autonomie_score,polygamie,residence_partenaire,milieu
0,0,245,0.0,,12.0,41,2,53.0,10,42.0,40,20.0,4,3.0,1,0.0,1,0.0,1.0,2
1,0,245,0.0,2.0,8.0,32,2,40.0,10,54.0,20,13.0,3,2.0,2,0.0,0,0.0,1.0,2
0,0,247,0.0,,4.0,39,2,43.0,10,41.0,12,12.0,5,2.0,2,0.0,1,0.0,1.0,2
1,4,245,0.0,2.0,5.0,37,2,42.0,10,72.0,19,14.0,4,1.0,1,0.0,0,0.0,1.0,2
0,2,245,0.0,,,49,2,,10,,18,16.0,2,,1,1.0,0,,,2
0,3,190,,,20.0,20,1,40.0,10,11.0,13,13.0,4,1.0,0,2.0,0,0.0,1.0,2
0,4,245,0.0,2.0,8.0,28,2,36.0,10,33.0,25,17.0,3,3.0,2,0.0,2,0.0,2.0,2
0,0,245,0.0,,5.0,17,2,22.0,10,72.0,15,13.0,3,2.0,2,0.0,1,0.0,1.0,2
1,2,245,0.0,0.0,11.0,30,2,41.0,10,82.0,18,17.0,3,2.0,3,2.0,1,0.0,1.0,2
1,3,245,1.0,1.0,,31,2,,10,,15,15.0,3,,1,0.0,0,,,2
0,0,155,0.0,,7.0,21,1,28.0,6,66.0,17,16.0,3,2.0,2,0.0,0,0.0,2.0,1
1,0,155,0.0,2.0,12.0,48,2,60.0,6,11.0,27,17.0,3,0.0,1,1.0,3,5.0,2.0,1
0,1,197,0.0,2.0,10.0,30,2,40.0,6,31.0,26,16.0,3,3.0,2,1.0,0,0.0,2.0,1
1,0,199,0.0,2.0,7.0,45,2,52.0,6,11.0,16,17.0,3,1.0,2,0.0,0,0.0,1.0,1
1,0,202,0.0,0.0,13.0,24,1,37.0,6,11.0,19,18.0,3,,2,0.0,1,,1.0,1
0,0,190,0.0,1.0,12.0,40,1,52.0,6,11.0,18,17.0,4,3.0,1,1.0,0,0.0,1.0,1
1,2,144,0.0,2.0,5.0,40,3,45.0,6,62.0,23,18.0,3,2.0,1,0.0,1,0.0,2.0,1
0,0,202,0.0,,,35,1,,6,,28,16.0,3,,1,2.0,0,,,1
1,1,202,0.0,0.0,8.0,30,2,38.0,6,11.0,18,17.0,5,1.0,2,1.0,0,0.0,1.0,1
0,0,202,0.0,0.0,12.0,35,1,47.0,6,73.0,21,17.0,4,2.0,1,0.0,1,0.0,1.0,1
0,0,216,0.0,1.0,6.0,21,1,27.0,6,73.0,17,18.0,4,,1,0.0,0,0.0,1.0,1
0,0,101,1.0,,-3.0,33,96,30.0,6,82.0,28,20.0,5,2.0,2,0.0,0,0.0,1.0,1
0,1,3,0.0,,23.0,37,4,60.0,6,0.0,12,11.0,3,0.0,0,0.0,0,0.0,1.0,1
1,2,202,0.0,2.0,10.0,23,1,33.0,6,96.0,20,18.0,5,3.0,2,0.0,0,0.0,1.0,1
0,0,116,,2.0,9.0,26,2,35.0,8,11.0,18,13.0,1,0.0,1,4.0,0,1.0,1.0,2
1,4,116,,,9.0,18,2,27.0,8,11.0,15,15.0,1,2.0,0,0.0,0,0.0,1.0,2
0,0,116,,,19.0,20,2,39.0,8,11.0,10,11.0,1,1.0,1,0.0,0,0.0,1.0,2
1,2,116,,,7.0,24,2,31.0,8,11.0,19,,2,0.0,0,0.0,0,0.0,1.0,2
0,0,14,0.0,,3.0,30,2,33.0,8,11.0,12,12.0,1,1.0,0,0.0,0,0.0,1.0,2
0,0,10,0.0,,10.0,28,2,38.0,8,11.0,22,18.0,1,2.0,1,0.0,0,0.0,2.0,2
1,0,116,,1.0,13.0,16,2,29.0,8,11.0,14,13.0,1,1.0,1,2.0,0,0.0,1.0,2
0,0,173,0.0,,1.0,20,2,21.0,8,11.0,17,18.0,2,2.0,2,,0,0.0,1.0,2
1,0,101,0.0,2.0,3.0,31,1,34.0,5,11.0,17,16.0,1,,0,5.0,0,1.0,1.0,2
0,1,101,1.0,2.0,5.0,30,1,35.0,5,11.0,17,18.0,1,2.0,1,5.0,3,0.0,2.0,2
0,1,101,1.0,2.0,10.0,28,1,38.0,5,11.0,18,18.0,1,1.0,1,3.0,1,2.0,2.0,2
1,3,101,1.0,,4.0,28,5,32.0,5,42.0,16,16.0,1,2.0,0,0.0,0,0.0,1.0,2
0,0,101,0.0,2.0,1.0,27,1,28.0,5,11.0,20,14.0,1,2.0,2,0.0,1,0.0,1.0,2
1,1,101,1.0,2.0,0.0,30,1,30.0,5,62.0,18,18.0,1,2.0,0,2.0,0,1.0,1.0,2
1,0,101,1.0,0.0,9.0,19,1,28.0,5,11.0,17,17.0,1,2.0,2,0.0,0,0.0,1.0,2
1,1,101,0.0,2.0,14.0,31,1,45.0,5,,18,18.0,1,2.0,1,0.0,2,0.0,2.0,2
1,1,101,,,17.0,30,1,47.0,5,11.0,15,16.0,1,2.0,1,5.0,0,0.0,1.0,2
0,1,101,0.0,,12.0,21,5,33.0,5,11.0,16,16.0,1,2.0,1,4.0,0,0.0,1.0,2
1,1,101,1.0,2.0,7.0,43,5,50.0,5,11.0,14,15.0,1,1.0,0,0.0,0,1.0,1.0,2
0,0,101,1.0,2.0,14.0,36,1,50.0,5,11.0,14,15.0,1,1.0,0,3.0,0,0.0,1.0,2
0,0,101,1.0,2.0,5.0,20,2,25.0,5,11.0,17,18.0,1,2.0,2,0.0,0,0.0,1.0,2
1,2,185,0.0,0.0,3.0,38,1,41.0,9,62.0,19,17.0,5,2.0,2,1.0,3,0.0,2.0,1
0,1,185,0.0,,2.0,29,1,31.0,9,0.0,25,18.0,5,2.0,2,0.0,0,0.0,1.0,1
0,3,185,0.0,,3.0,39,2,42.0,9,62.0,14,17.0,4,2.0,1,0.0,0,0.0,1.0,1
0,0,185,1.0,0.0,14.0,21,1,35.0,9,32.0,20,17.0,5,3.0,2,1.0,2,1.0,2.0,1
0,0,186,0.0,1.0,13.0,25,1,38.0,9,11.0,20,18.0,4,,2,0.0,0,0.0,1.0,1
0,1,202,0.0,0.0,7.0,28,2,35.0,9,78.0,22,17.0,5,2.0,2,0.0,0,0.0,1.0,1
0,0,202,0.0,0.0,16.0,35,1,51.0,9,52.0,29,18.0,4,2.0,2,0.0,0,0.0,1.0,1
0,3,177,0.0,2.0,8.0,47,1,55.0,9,96.0,26,18.0,4,3.0,3,2.0,0,0.0,1.0,1
0,1,236,0.0,0.0,9.0,34,1,43.0,9,33.0,23,17.0,5,3.0,3,0.0,1,0.0,2.0,1
0,0,3,0.0,,5.0,20,4,25.0,1,12.0,16,16.0,2,0.0,0,0.0,0,0.0,1.0,2
0,1,202,0.0,,15.0,30,4,45.0,1,11.0,17,17.0,2,0.0,0,0.0,0,0.0,1.0,2
0,0,89,0.0,,4.0,34,4,38.0,1,11.0,17,16.0,2,0.0,0,0.0,0,0.0,1.0,2
0,3,89,0.0,,10.0,20,4,30.0,1,11.0,13,13.0,1,0.0,0,0.0,0,0.0,1.0,2
0,3,3,0.0,,10.0,49,4,59.0,1,12.0,15,16.0,1,0.0,0,0.0,0,0.0,1.0,2
0,0,3,0.0,,25.0,27,4,52.0,1,0.0,24,23.0,2,0.0,0,0.0,0,1.0,1.0,2
0,3,3,0.0,,7.0,18,4,25.0,1,12.0,14,15.0,2,0.0,0,0.0,0,0.0,1.0,2
0,0,3,0.0,,12.0,29,4,41.0,1,11.0,16,16.0,2,0.0,0,0.0,0,1.0,1.0,2
1,0,89,0.0,,9.0,30,4,39.0,1,11.0,16,16.0,1,0.0,0,0.0,0,0.0,1.0,2
0,0,89,0.0,,10.0,30,4,40.0,1,11.0,15,15.0,2,0.0,0,0.0,0,0.0,1.0,2
0,0,3,0.0,,11.0,33,4,44.0,1,11.0,17,17.0,1,1.0,0,0.0,0,0.0,1.0,2
0,3,89,0.0,,11.0,19,4,30.0,1,11.0,17,17.0,2,1.0,0,0.0,0,0.0,1.0,2
0,4,89,0.0,,30.0,19,4,49.0,1,62.0,15,14.0,2,1.0,0,2.0,0,1.0,1.0,2
1,3,176,0.0,0.0,,41,2,,3,,17,15.0,4,,1,0.0,0,,,1
0,3,232,0.0,,2.0,35,1,37.0,3,,15,19.0,4,,0,2.0,0,0.0,2.0,1
0,1,185,,1.0,4.0,33,1,37.0,3,62.0,28,23.0,4,2.0,1,0.0,0,0.0,1.0,1
1,0,996,0.0,2.0,8.0,34,96,42.0,3,66.0,16,19.0,5,3.0,1,0.0,0,0.0,1.0,1
0,2,202,0.0,2.0,,19,2,,3,,14,16.0,4,,2,0.0,0,,,1
0,0,202,0.0,1.0,4.0,39,1,43.0,3,72.0,22,19.0,5,3.0,2,0.0,2,0.0,1.0,1
0,0,155,0.0,,,40,96,,3,,38,15.0,4,,1,0.0,0,,,1
0,0,45,0.0,,,43,1,,5,,12,16.0,1,,0,0.0,0,,,2
0,0,45,0.0,,6.0,31,1,37.0,5,11.0,15,15.0,3,1.0,0,0.0,0,0.0,1.0,2
0,0,45,0.0,,,17,1,,5,,16,,1,,0,0.0,0,,,2
0,0,45,0.0,,30.0,40,4,70.0,5,11.0,21,15.0,1,0.0,0,0.0,0,0.0,1.0,2
1,0,45,0.0,,5.0,25,4,30.0,5,11.0,13,13.0,2,1.0,1,0.0,0,1.0,1.0,2
0,1,45,0.0,,5.0,28,4,33.0,5,72.0,25,13.0,2,1.0,0,0.0,0,0.0,1.0,2
0,0,45,0.0,,23.0,20,4,43.0,5,66.0,18,17.0,2,0.0,1,2.0,0,1.0,1.0,2
0,0,45,0.0,,8.0,25,1,33.0,5,11.0,15,14.0,2,1.0,0,0.0,0,0.0,1.0,2
1,0,45,0.0,,9.0,18,1,27.0,5,11.0,16,16.0,1,1.0,0,0.0,0,0.0,1.0,2
0,2,236,1.0,0.0,,23,1,,12,,17,15.0,5,,1,0.0,0,,,1
0,0,101,0.0,,11.0,28,1,39.0,12,21.0,24,22.0,5,3.0,3,0.0,0,0.0,1.0,1
0,0,236,0.0,0.0,10.0,30,1,40.0,12,52.0,23,19.0,5,3.0,3,0.0,0,0.0,1.0,1
0,0,186,0.0,0.0,7.0,38,1,45.0,12,96.0,25,21.0,5,3.0,3,0.0,2,,1.0,1
1,3,245,,1.0,1.0,34,2,35.0,12,43.0,23,15.0,5,3.0,2,0.0,3,1.0,2.0,1
0,0,232,0.0,1.0,5.0,37,1,42.0,12,33.0,30,18.0,5,3.0,3,0.0,2,0.0,1.0,1
0,3,232,0.0,,,49,2,,12,,23,17.0,5,,2,0.0,0,,,1
0,4,169,0.0,,8.0,24,2,32.0,12,36.0,23,19.0,5,3.0,3,0.0,0,0.0,1.0,1
0,0,996,1.0,,3.0,24,2,27.0,12,31.0,24,19.0,5,2.0,2,0.0,2,0.0,1.0,1
0,1,193,0.0,,10.0,40,2,50.0,12,62.0,22,22.0,3,0.0,2,3.0,1,0.0,1.0,1
0,1,202,0.0,,7.0,41,1,48.0,9,62.0,17,15.0,3,2.0,2,0.0,1,0.0,1.0,1
1,3,202,0.0,1.0,3.0,29,1,32.0,9,66.0,23,18.0,4,2.0,2,0.0,0,0.0,1.0,1
1,3,202,1.0,2.0,12.0,22,2,34.0,9,72.0,17,17.0,5,2.0,2,0.0,0,0.0,2.0,1
1,0,202,0.0,1.0,7.0,21,1,28.0,9,82.0,21,20.0,5,3.0,3,0.0,2,0.0,1.0,1
1,1,202,1.0,2.0,1.0,27,2,28.0,9,75.0,21,18.0,5,1.0,2,0.0,0,0.0,1.0,1
0,1,202,0.0,2.0,11.0,44,2,55.0,9,77.0,18,15.0,5,2.0,1,0.0,0,0.0,1.0,1
1,5,189,0.0,1.0,6.0,27,1,33.0,9,62.0,24,15.0,3,1.0,1,5.0,3,1.0,1.0,1
0,0,202,0.0,0.0,4.0,30,2,34.0,9,42.0,23,17.0,5,2.0,2,0.0,1,0.0,1.0,1
1,1,202,0.0,0.0,6.0,35,1,41.0,9,42.0,28,20.0,5,3.0,3,0.0,0,0.0,1.0,1
0,0,176,0.0,2.0,8.0,21,4,29.0,9,82.0,20,,5,2.0,2,0.0,0,0.0,2.0,1
1,1,235,0.0,,0.0,38,3,38.0,2,33.0,30,22.0,2,2.0,2,0.0,0,0.0,1.0,2
0,0,236,0.0,,,31,1,,2,,25,18.0,2,,2,0.0,0,,,2
1,2,235,0.0,1.0,-1.0,32,1,31.0,2,82.0,26,20.0,3,2.0,2,2.0,1,0.0,1.0,2
0,0,239,1.0,,5.0,18,1,23.0,2,66.0,17,13.0,3,2.0,1,0.0,0,0.0,1.0,2
1,3,236,0.0,0.0,,20,1,,2,,18,18.0,4,,2,0.0,0,,,2
1,3,236,0.0,,,21,3,,2,,20,17.0,3,,2,0.0,0,,,2
1,2,236,0.0,1.0,11.0,44,1,55.0,2,11.0,16,15.0,3,1.0,2,1.0,0,0.0,1.0,2
1,1,996,,2.0,14.0,16,2,30.0,2,11.0,14,12.0,3,1.0,1,3.0,0,1.0,1.0,2
0,0,236,0.0,,15.0,41,1,56.0,2,66.0,20,14.0,5,2.0,2,0.0,0,0.0,1.0,2
1,4,36,0.0,1.0,13.0,17,2,30.0,2,82.0,14,12.0,3,,1,5.0,0,0.0,1.0,2
1,5,216,0.0,2.0,,28,1,,6,,13,13.0,2,,1,0.0,0,,,2
0,2,155,0.0,1.0,12.0,27,2,39.0,6,11.0,14,13.0,2,1.0,1,0.0,0,0.0,1.0,2
1,3,229,1.0,0.0,3.0,39,2,42.0,6,11.0,31,15.0,2,1.0,2,3.0,0,0.0,1.0,2
0,0,144,0.0,0.0,13.0,36,2,49.0,6,11.0,18,18.0,2,1.0,1,0.0,1,1.0,1.0,2
0,0,996,0.0,,-2.0,39,2,37.0,6,11.0,36,,2,1.0,1,0.0,0,0.0,1.0,2
0,1,155,0.0,2.0,17.0,24,2,41.0,6,11.0,21,18.0,2,1.0,2,0.0,1,0.0,1.0,2
0,0,996,0.0,,10.0,26,2,36.0,6,11.0,20,16.0,2,1.0,1,0.0,0,0.0,1.0,2
0,3,202,1.0,1.0,31.0,35,1,66.0,6,11.0,25,16.0,2,1.0,1,0.0,0,0.0,1.0,2
0,0,138,0.0,2.0,7.0,21,3,28.0,6,11.0,21,19.0,2,2.0,2,0.0,0,0.0,1.0,2
1,2,158,1.0,,4.0,29,2,33.0,6,11.0,24,19.0,2,2.0,2,2.0,0,0.0,1.0,2
0,3,69,0.0,,6.0,28,4,34.0,1,11.0,18,15.0,2,1.0,1,0.0,0,1.0,1.0,2
0,3,103,0.0,,5.0,37,4,42.0,1,11.0,18,14.0,2,0.0,1,0.0,0,0.0,1.0,2
0,0,69,0.0,,19.0,32,4,51.0,1,11.0,24,15.0,1,0.0,0,0.0,0,1.0,1.0,2
0,5,996,0.0,,20.0,48,4,68.0,1,11.0,17,17.0,1,1.0,0,0.0,3,0.0,1.0,2
0,0,69,0.0,,12.0,28,4,40.0,1,62.0,16,17.0,2,1.0,0,0.0,0,1.0,1.0,2
1,2,69,,2.0,2.0,28,4,30.0,1,11.0,26,14.0,1,0.0,1,0.0,0,0.0,1.0,2
0,0,69,0.0,,9.0,31,4,40.0,1,33.0,29,16.0,2,2.0,0,0.0,0,0.0,1.0,2
1,5,69,0.0,,,37,4,,1,,16,17.0,1,,0,0.0,0,,,2
0,0,69,0.0,,10.0,33,4,43.0,1,42.0,21,19.0,2,2.0,2,0.0,0,0.0,1.0,2
0,5,69,0.0,,6.0,42,4,48.0,1,11.0,12,13.0,2,0.0,0,0.0,0,0.0,1.0,2
1,5,69,0.0,,6.0,19,4,25.0,1,11.0,14,14.0,2,0.0,1,0.0,0,0.0,1.0,2
0,2,69,0.0,,,45,4,,1,,22,20.0,1,,0,0.0,0,,,2
0,1,69,0.0,,13.0,18,4,31.0,1,11.0,18,15.0,2,1.0,2,0.0,0,2.0,1.0,2
1,4,79,0.0,1.0,1.0,38,3,39.0,4,11.0,16,15.0,1,1.0,0,0.0,0,0.0,1.0,2
0,1,79,0.0,,7.0,28,3,35.0,4,11.0,14,14.0,1,2.0,1,4.0,0,0.0,1.0,2
1,4,996,1.0,2.0,6.0,39,3,45.0,4,11.0,29,16.0,2,1.0,1,0.0,0,0.0,1.0,2
0,3,79,1.0,1.0,5.0,25,2,30.0,4,11.0,19,17.0,1,1.0,1,0.0,0,0.0,1.0,2
0,1,79,1.0,2.0,26.0,30,2,56.0,4,62.0,19,16.0,2,1.0,1,1.0,0,1.0,1.0,2
0,0,79,1.0,1.0,2.0,23,3,25.0,4,11.0,16,16.0,1,1.0,1,0.0,2,0.0,1.0,2
1,5,79,0.0,1.0,5.0,32,2,37.0,4,11.0,19,13.0,1,1.0,0,3.0,0,0.0,1.0,2
0,0,253,0.0,,9.0,43,3,52.0,4,11.0,13,15.0,2,1.0,1,0.0,0,0.0,1.0,2
0,0,253,0.0,,10.0,41,3,51.0,4,11.0,21,15.0,3,1.0,1,0.0,0,0.0,1.0,2
1,5,79,1.0,2.0,5.0,19,3,24.0,4,11.0,15,14.0,2,2.0,2,2.0,0,0.0,1.0,2
0,5,79,1.0,,9.0,36,2,45.0,4,11.0,12,12.0,2,1.0,0,0.0,0,2.0,1.0,2
0,0,79,1.0,1.0,8.0,30,3,38.0,4,11.0,14,13.0,1,1.0,1,0.0,0,0.0,1.0,2
0,0,14,0.0,,6.0,30,4,36.0,5,11.0,15,16.0,2,1.0,0,0.0,0,0.0,1.0,2
1,0,14,0.0,,15.0,30,4,45.0,5,11.0,15,15.0,2,1.0,0,0.0,0,2.0,1.0,2
0,0,14,0.0,,8.0,18,4,26.0,5,11.0,16,16.0,1,1.0,0,2.0,0,0.0,1.0,2
0,0,996,0.0,,13.0,48,4,61.0,5,11.0,16,15.0,2,0.0,0,2.0,0,4.0,1.0,2
1,4,14,0.0,1.0,,35,2,,5,,14,15.0,2,,1,0.0,0,,,2
0,0,14,0.0,,9.0,28,4,37.0,5,11.0,14,15.0,2,1.0,1,2.0,0,1.0,1.0,2
0,0,88,1.0,,4.0,26,4,30.0,5,11.0,20,18.0,1,1.0,0,2.0,0,0.0,1.0,2
1,0,14,0.0,,12.0,30,4,42.0,5,62.0,18,18.0,2,0.0,0,2.0,0,1.0,1.0,2
0,0,14,0.0,,23.0,21,4,44.0,5,11.0,19,20.0,3,1.0,2,0.0,0,2.0,1.0,2
0,0,14,0.0,,8.0,28,4,36.0,5,11.0,12,13.0,2,1.0,0,0.0,0,0.0,1.0,2
1,1,14,0.0,,20.0,40,4,60.0,5,11.0,16,15.0,2,0.0,0,3.0,0,2.0,1.0,2
0,1,14,0.0,,6.0,22,4,28.0,5,11.0,12,13.0,1,1.0,0,0.0,0,0.0,1.0,2
0,0,996,0.0,,0.0,38,4,38.0,5,11.0,19,14.0,2,0.0,0,1.0,0,0.0,1.0,2
1,0,14,0.0,,2.0,27,4,29.0,5,11.0,16,17.0,2,2.0,0,2.0,0,0.0,1.0,2
0,0,14,0.0,,,40,4,,5,,17,17.0,2,,0,0.0,0,,,2
1,3,236,1.0,1.0,8.0,33,1,41.0,2,11.0,18,15.0,3,1.0,2,2.0,0,0.0,1.0,2
0,0,236,0.0,,8.0,42,1,50.0,2,11.0,33,14.0,2,1.0,1,0.0,1,0.0,1.0,2
0,3,236,0.0,,6.0,35,1,41.0,2,11.0,16,15.0,2,1.0,1,0.0,0,0.0,1.0,2
1,5,236,0.0,2.0,19.0,41,1,60.0,2,21.0,39,15.0,5,2.0,2,0.0,0,0.0,1.0,2
1,2,236,,2.0,12.0,43,3,55.0,2,11.0,21,17.0,2,1.0,2,0.0,0,0.0,1.0,2
0,0,236,0.0,,,34,1,,2,,21,19.0,2,,1,0.0,0,,,2
0,2,3,,,30.0,42,4,72.0,2,12.0,16,13.0,3,0.0,0,0.0,0,0.0,1.0,2
0,0,236,0.0,,21.0,38,1,59.0,2,11.0,17,14.0,3,1.0,2,0.0,0,0.0,1.0,2
0,2,144,0.0,0.0,2.0,38,2,40.0,6,96.0,35,18.0,3,1.0,2,1.0,1,0.0,2.0,2
0,0,193,1.0,,5.0,26,3,31.0,6,66.0,19,14.0,3,1.0,1,0.0,0,0.0,1.0,2
1,3,182,1.0,2.0,-1.0,39,2,38.0,6,11.0,20,19.0,3,1.0,2,0.0,0,0.0,1.0,2
0,0,147,1.0,,2.0,48,3,50.0,6,82.0,15,13.0,3,1.0,1,2.0,3,0.0,2.0,2
0,3,202,0.0,,15.0,35,96,50.0,6,11.0,17,17.0,5,2.0,2,1.0,0,0.0,1.0,2
0,1,177,0.0,2.0,10.0,37,3,47.0,6,66.0,19,19.0,4,1.0,2,0.0,0,0.0,1.0,2
0,0,996,1.0,2.0,10.0,20,1,30.0,6,11.0,19,18.0,4,2.0,2,0.0,0,0.0,1.0,2
0,0,3,0.0,,33.0,19,4,52.0,3,62.0,18,18.0,5,1.0,1,0.0,0,1.0,1.0,1
0,2,3,,,25.0,17,4,42.0,3,61.0,15,15.0,4,1.0,0,0.0,0,0.0,1.0,1
0,0,185,0.0,1.0,,32,1,,3,,15,20.0,5,,2,0.0,0,,,1
0,2,176,0.0,,10.0,33,4,43.0,3,54.0,19,19.0,4,1.0,1,2.0,1,0.0,1.0,1
1,0,185,0.0,1.0,11.0,29,1,40.0,3,75.0,19,16.0,4,,2,2.0,2,0.0,1.0,1
0,2,193,0.0,,0.0,27,1,27.0,3,62.0,15,15.0,4,0.0,2,0.0,0,,1.0,1
0,1,146,0.0,2.0,7.0,28,2,35.0,3,72.0,21,19.0,5,2.0,2,0.0,0,,1.0,1
0,3,179,0.0,2.0,2.0,30,1,32.0,3,24.0,25,15.0,5,3.0,3,0.0,0,0.0,1.0,1
0,2,185,0.0,1.0,,37,1,,3,,18,20.0,4,,2,0.0,0,,,1
1,4,202,1.0,1.0,14.0,30,1,44.0,3,62.0,18,17.0,5,2.0,2,0.0,0,0.0,1.0,1
0,1,176,1.0,1.0,6.0,26,4,32.0,3,66.0,16,16.0,4,1.0,2,0.0,1,0.0,1.0,1
1,0,199,0.0,2.0,6.0,27,2,33.0,3,66.0,21,20.0,4,2.0,1,1.0,0,,1.0,1
0,0,202,0.0,,11.0,23,1,34.0,3,33.0,21,19.0,5,3.0,2,0.0,0,0.0,1.0,1
1,5,261,0.0,2.0,14.0,21,2,35.0,3,63.0,19,15.0,3,,0,1.0,3,0.0,1.0,1
1,2,202,0.0,,7.0,39,2,46.0,3,62.0,24,18.0,5,2.0,2,0.0,3,1.0,2.0,1
0,0,199,0.0,0.0,6.0,23,2,29.0,3,73.0,21,18.0,5,2.0,2,1.0,1,,1.0,1
0,1,3,0.0,2.0,7.0,28,2,35.0,3,66.0,19,16.0,5,2.0,2,0.0,1,0.0,1.0,1
1,5,253,1.0,1.0,,36,1,,4,,30,16.0,1,,1,0.0,0,,,2
1,5,253,0.0,1.0,,40,2,,4,,15,15.0,1,,1,0.0,0,,,2
1,5,253,1.0,1.0,6.0,34,2,40.0,4,11.0,20,14.0,1,1.0,1,0.0,0,0.0,1.0,2
0,3,253,0.0,,1.0,18,3,19.0,4,11.0,14,14.0,1,1.0,1,0.0,0,0.0,1.0,2
1,4,996,0.0,1.0,-9.0,34,2,25.0,4,66.0,18,12.0,1,,1,0.0,0,0.0,1.0,2
0,3,4,0.0,1.0,,40,4,,4,,16,16.0,2,,0,1.0,0,,,2
1,5,253,,,,41,3,,4,,31,13.0,1,,1,4.0,0,,,2
0,0,253,1.0,,9.0,36,3,45.0,4,54.0,24,13.0,1,2.0,1,2.0,0,0.0,2.0,2
0,5,253,1.0,1.0,5.0,22,3,27.0,4,77.0,17,12.0,2,1.0,1,0.0,3,0.0,2.0,2
1,5,253,1.0,1.0,2.0,33,3,35.0,4,11.0,18,18.0,2,1.0,1,0.0,0,0.0,1.0,2
1,3,253,0.0,1.0,3.0,18,1,21.0,4,11.0,16,15.0,1,2.0,1,0.0,0,0.0,1.0,2
1,2,78,0.0,,5.0,39,2,44.0,1,11.0,11,11.0,2,0.0,1,,1,0.0,1.0,1
0,3,78,1.0,2.0,4.0,20,2,24.0,1,66.0,19,16.0,4,2.0,2,0.0,0,0.0,1.0,1
0,0,78,0.0,,,40,2,,1,,19,17.0,3,,1,0.0,0,,,1
0,2,78,0.0,,14.0,31,1,45.0,1,66.0,13,14.0,3,0.0,1,0.0,3,0.0,2.0,1
0,1,78,0.0,,6.0,27,2,33.0,1,62.0,21,15.0,3,2.0,2,1.0,0,0.0,1.0,1
0,0,78,0.0,,3.0,29,2,32.0,1,42.0,23,24.0,4,2.0,2,0.0,0,0.0,1.0,1
0,0,78,0.0,,6.0,32,2,38.0,1,66.0,19,13.0,3,2.0,1,0.0,0,0.0,2.0,1
0,1,4,0.0,,23.0,21,4,44.0,1,66.0,12,17.0,3,0.0,1,0.0,0,1.0,1.0,1
0,0,78,0.0,,4.0,17,1,21.0,1,11.0,16,14.0,3,2.0,2,0.0,0,0.0,1.0,1
0,2,78,0.0,0.0,9.0,42,2,51.0,1,62.0,15,15.0,3,1.0,1,0.0,0,1.0,2.0,1
0,0,102,0.0,,6.0,23,4,29.0,1,82.0,17,17.0,3,2.0,2,0.0,0,0.0,2.0,1
0,4,3,0.0,,,46,4,,1,,19,18.0,3,,0,0.0,0,,,1
0,0,256,1.0,2.0,5.0,30,3,35.0,4,41.0,17,14.0,1,2.0,2,0.0,0,0.0,1.0,2
1,3,256,1.0,2.0,1.0,34,1,35.0,4,11.0,16,14.0,2,2.0,1,0.0,0,0.0,1.0,2
0,3,256,1.0,,5.0,21,2,26.0,4,11.0,19,14.0,1,2.0,2,0.0,0,0.0,1.0,2
0,0,256,0.0,1.0,27.0,22,2,49.0,4,62.0,14,13.0,2,2.0,1,0.0,0,0.0,2.0,2
1,2,256,0.0,1.0,1.0,34,2,35.0,4,11.0,25,13.0,2,2.0,2,2.0,0,0.0,1.0,2
0,3,256,1.0,1.0,4.0,28,2,32.0,4,11.0,12,12.0,3,2.0,2,4.0,0,0.0,1.0,2
1,2,256,,2.0,0.0,44,2,44.0,4,33.0,25,11.0,2,2.0,2,0.0,0,0.0,1.0,2
1,2,256,1.0,2.0,2.0,26,1,28.0,4,11.0,17,13.0,2,2.0,2,0.0,2,0.0,1.0,2
0,0,256,1.0,2.0,,33,2,,4,,21,14.0,2,,1,0.0,0,,,2
1,5,256,1.0,2.0,2.0,20,1,22.0,4,11.0,14,9.0,2,1.0,2,2.0,1,0.0,1.0,2
1,5,256,1.0,1.0,10.0,45,1,55.0,4,72.0,19,15.0,2,1.0,1,0.0,1,0.0,1.0,2
1,1,256,1.0,2.0,,22,2,,4,,15,14.0,2,,2,3.0,0,,,2
1,0,256,0.0,2.0,14.0,48,2,62.0,4,11.0,19,16.0,3,1.0,1,0.0,3,2.0,1.0,2
1,2,256,0.0,1.0,28.0,28,1,56.0,4,72.0,21,15.0,2,2.0,2,0.0,2,0.0,1.0,2
1,5,256,1.0,2.0,11.0,39,1,50.0,4,11.0,11,13.0,2,2.0,1,0.0,2,0.0,1.0,2
1,4,256,0.0,1.0,1.0,27,1,28.0,4,15.0,16,16.0,2,1.0,2,0.0,1,0.0,1.0,2
1,2,256,0.0,2.0,11.0,18,2,29.0,4,11.0,12,15.0,1,2.0,2,0.0,1,0.0,1.0,2
1,1,256,1.0,1.0,12.0,25,2,37.0,4,11.0,16,16.0,2,2.0,1,0.0,0,0.0,1.0,2
0,0,256,1.0,2.0,7.0,21,2,28.0,4,11.0,11,10.0,2,1.0,2,0.0,0,0.0,2.0,2
1,1,256,0.0,2.0,6.0,24,1,30.0,4,11.0,16,15.0,2,2.0,2,0.0,2,0.0,2.0,2
1,3,256,1.0,2.0,2.0,23,7,25.0,4,13.0,14,14.0,1,1.0,2,0.0,0,0.0,1.0,2
